base_id,split,arm,binding,site,variant,layer,rank,own_answer,installed_answer,clean_logit_diff,patched_logit_diff,delta_ld,clean_logit_diff_unbatched,clean_path_shift,flipped,says_installed,says_own,says_other,edit_fraction,edit_norm,state_norm,effective_rank,degenerate,gates_required,gate_override,gate_override_reason
base_0002,calib,ba,source,mutation,noop,6,0,5,6,-1.9375001192092896,-1.9375001192092896,0.0,-1.9374998807907104,-2.384185791015625e-07,0,0,1,0,0.0,0.0,19.441543964436406,0,True,"H0,H1,H2",False,
base_0002,calib,ba,source,use,whole_state,6,3072,5,6,-1.9375,0.09375,2.03125,-1.9374998807907104,-1.1920928955078125e-07,1,1,0,0,0.7105076029628894,14.410662680313292,20.282207565716895,3072,False,"H0,H1,H2",False,
base_0002,calib,ba,source,use,noop,6,0,5,6,-1.9375001192092896,-1.9375001192092896,0.0,-1.9374998807907104,-2.384185791015625e-07,0,0,1,0,0.0,0.0,20.282207565716895,0,True,"H0,H1,H2",False,
base_0002,calib,ba,target,def_source,whole_state,6,3072,6,5,-2.0,-2.0,0.0,-2.0,0.0,0,0,1,0,0.0,0.0,21.653458491512744,3072,True,"H0,H1,H2",False,
base_0002,calib,ba,target,def_source,noop,6,0,6,5,-2.0,-2.0,0.0,-2.0,0.0,0,0,1,0,0.0,0.0,21.653458491512744,0,True,"H0,H1,H2",False,
base_0002,calib,ba,target,def_target,whole_state,6,3072,6,5,-2.0,-2.0625,-0.0625,-2.0,0.0,0,0,1,0,0.40923716217530176,8.925532105093389,21.810170067766297,3072,False,"H0,H1,H2",False,
base_0002,calib,ba,target,def_target,noop,6,0,6,5,-2.0,-2.0,0.0,-2.0,0.0,0,0,1,0,0.0,0.0,21.810170067766297,0,True,"H0,H1,H2",False,
base_0002,calib,ba,target,mutation,whole_state,6,3072,6,5,-2.03125,-1.09375,0.9375,-2.0,-0.03125,0,0,1,0,0.920970493421374,19.364017410557476,21.02566537025612,3072,False,"H0,H1,H2",False,
base_0002,calib,ba,target,mutation,noop,6,0,6,5,-2.0,-2.0,0.0,-2.0,0.0,0,0,1,0,0.0,0.0,21.02566537025612,0,True,"H0,H1,H2",False,
base_0002,calib,ba,target,use,whole_state,6,3072,6,5,-2.0,0.5937500596046448,2.5937500596046448,-2.0,0.0,1,1,0,0,0.6902921377154766,14.410662680313292,20.876179653451384,3072,False,"H0,H1,H2",False,
base_0002,calib,ba,target,use,noop,6,0,6,5,-2.0,-2.0,0.0,-2.0,0.0,0,0,1,0,0.0,0.0,20.876179653451384,0,True,"H0,H1,H2",False,
base_0003,test,ab,source,def_source,whole_state,6,3072,2,3,-3.53125,-3.53125,0.0,-3.5625,0.03125,0,0,1,0,0.0,0.0,23.230365299639487,3072,True,"H0,H1,H2",False,
base_0003,test,ab,source,def_source,noop,6,0,2,3,-3.53125,-3.53125,0.0,-3.5625,0.03125,0,0,1,0,0.0,0.0,23.230365299639487,0,True,"H0,H1,H2",False,
base_0003,test,ab,source,def_target,whole_state,6,3072,2,3,-3.53125,-3.40625,0.125,-3.5625,0.03125,0,0,1,0,0.32334715090292726,7.123647555756709,22.030958169460767,3072,False,"H0,H1,H2",False,
base_0003,test,ab,source,def_target,noop,6,0,2,3,-3.53125,-3.53125,0.0,-3.5625,0.03125,0,0,1,0,0.0,0.0,22.030958169460767,0,True,"H0,H1,H2",False,
base_0003,test,ab,source,mutation,whole_state,6,3072,2,3,-3.5625,-1.71875,1.84375,-3.5625,0.0,0,0,1,0,0.6733752935069439,14.21071975159,21.103714211996788,3072,False,"H0,H1,H2",False,
base_0003,test,ab,source,mutation,noop,6,0,2,3,-3.53125,-3.53125,0.0,-3.5625,0.03125,0,0,1,0,0.0,0.0,21.103714211996788,0,True,"H0,H1,H2",False,
base_0003,test,ab,source,use,whole_state,6,3072,2,3,-3.5625,-1.65625,1.90625,-3.5625,0.0,0,0,1,0,0.7591071951593358,15.460737003090456,20.36700100022799,3072,False,"H0,H1,H2",False,
base_0003,test,ab,source,use,noop,6,0,2,3,-3.53125,-3.53125,0.0,-3.5625,0.03125,0,0,1,0,0.0,0.0,20.36700100022799,0,True,"H0,H1,H2",False,
base_0003,test,ab,target,def_source,whole_state,6,3072,3,2,-1.0625,-1.0625,0.0,-1.0625,0.0,0,0,1,0,0.0,0.0,23.230365299639487,3072,True,"H0,H1,H2",False,
base_0003,test,ab,target,def_source,noop,6,0,3,2,-1.0625,-1.0625,0.0,-1.0625,0.0,0,0,1,0,0.0,0.0,23.230365299639487,0,True,"H0,H1,H2",False,
base_0003,test,ab,target,def_target,whole_state,6,3072,3,2,-1.0625,-1.125,-0.0625,-1.0625,0.0,0,0,1,0,0.31255548845396375,7.123647555756709,22.79162522787038,3072,False,"H0,H1,H2",False,
base_0003,test,ab,target,def_target,noop,6,0,3,2,-1.0625,-1.0625,0.0,-1.0625,0.0,0,0,1,0,0.0,0.0,22.79162522787038,0,True,"H0,H1,H2",False,
base_0003,test,ab,target,mutation,whole_state,6,3072,3,2,-1.0625,0.25,1.3125,-1.0625,0.0,1,1,0,0,0.7027203279361937,14.21071975159,20.22244011828319,3072,False,"H0,H1,H2",False,
base_0003,test,ab,target,mutation,noop,6,0,3,2,-1.0625,-1.0625,0.0,-1.0625,0.0,0,0,1,0,0.0,0.0,20.22244011828319,0,True,"H0,H1,H2",False,
base_0003,test,ab,target,use,whole_state,6,3072,3,2,-1.0625,1.59375,2.65625,-1.0625,0.0,1,1,0,0,0.7395934580630894,15.460737003090456,20.904372306889186,3072,False,"H0,H1,H2",False,
base_0003,test,ab,target,use,noop,6,0,3,2,-1.0625,-1.0625,0.0,-1.0625,0.0,0,0,1,0,0.0,0.0,20.904372306889186,0,True,"H0,H1,H2",False,
base_0003,test,ba,source,def_source,whole_state,6,3072,3,2,-3.5625,-3.5625,0.0,-3.5625,0.0,0,0,1,0,0.0,0.0,22.788603930622436,3072,True,"H0,H1,H2",False,
