model,item_id,family,pair_id,arm,read,lens,layer,position,target_in_prompt,rank,distractor_rank,margin,n_target_ids
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,13,26,False,874,4326,1.5390625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,14,26,False,335,3968,2.240234375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,15,26,False,6,2042,5.453125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,16,26,False,4,1868,4.890625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,17,26,False,1,501,5.046875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,18,26,False,1,1676,5.6015625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,19,26,False,1,142,5.21875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,20,26,False,0,243,7.796875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,21,26,False,0,125,11.21875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,22,26,False,0,69,10.71875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,23,26,False,0,82,10.8125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,24,26,False,0,70,11.84375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,25,26,False,0,119,9.15625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,26,26,False,0,94,10.4375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,27,26,False,2,63,8.375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,j-lens,28,26,False,1,56,8.25,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,0,26,False,3097,13605,2.3046875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,1,26,False,2701,13487,2.4609375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,2,26,False,10466,3312,-1.746826171875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,3,26,False,1623,4004,1.0859375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,4,26,False,33422,20817,-1.5703125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,5,26,False,11876,1759,-2.736328125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,6,26,False,42085,2129,-6.515625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,7,26,False,1653,40,-3.1796875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,8,26,False,44504,7929,-5.53125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,9,26,False,1823,22,-3.984375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,10,26,False,38121,18195,-2.59375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,11,26,False,1202,1060,-0.125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,12,26,False,1290,9779,2.703125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,13,26,False,653,676,0.03125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,14,26,False,8948,7371,-0.28515625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,15,26,False,1,259,3.28125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,16,26,False,3,2032,4.04296875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,17,26,False,2,137,2.34375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,18,26,False,4,638,3.515625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,19,26,False,0,26,3.09375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,20,26,False,0,47,4.546875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,21,26,False,0,56,7.21875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,22,26,False,0,39,7.0625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,23,26,False,0,44,7.3125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,24,26,False,0,40,9.15625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,25,26,False,0,63,8.65625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,26,26,False,0,83,10.65625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,27,26,False,1,60,8.5,6
starcoder2-3b,typeof-2-dict,typeof,,,use,r-lens,28,26,False,1,56,8.25,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,0,26,False,4312,7799,0.734375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,1,26,False,5049,16442,1.7265625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,2,26,False,293,6653,3.01953125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,3,26,False,80,11008,4.740234375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,4,26,False,83,11690,4.984375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,5,26,False,711,18103,4.094463348388672,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,6,26,False,785,9698,2.8125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,7,26,False,594,24349,5.00390625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,8,26,False,63,27564,7.375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,9,26,False,73,14432,5.5396728515625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,10,26,False,449,14820,4.05078125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,11,26,False,917,19034,3.908203125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,12,26,False,417,26914,5.48046875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,13,26,False,414,16200,4.189453125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,14,26,False,218,26239,5.6484375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,15,26,False,11,21908,6.880859375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,16,26,False,2,23352,8.5234375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,17,26,False,0,20606,9.8828125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,18,26,False,1,11448,9.00390625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,19,26,False,0,3689,9.015625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,20,26,False,0,2056,10.453125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,21,26,False,0,724,13.265625,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,22,26,False,0,105,12.03125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,23,26,False,0,111,10.9375,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,24,26,False,0,110,11.96875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,25,26,False,1,54,8.0,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,26,26,False,0,52,8.6875,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,27,26,False,2,55,8.03125,6
starcoder2-3b,typeof-2-dict,typeof,,,use,logit-lens,28,26,False,1,56,8.25,6
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,0,31,False,896,10923,2.6328125,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,1,31,False,5052,4897,-0.03125,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,2,31,False,3660,2747,-0.28125,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,3,31,False,493,851,0.390625,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,4,31,False,261,953,0.9375,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,5,31,False,34,2286,3.09375,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,6,31,False,68,4015,3.140625,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,7,31,False,26,3929,3.90625,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,8,31,False,20,3228,3.9375,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,9,31,False,22,2051,3.5,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,10,31,False,60,593,1.75,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,11,31,False,530,441,-0.15625,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,12,31,False,231,2432,2.296875,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,13,31,False,78,2510,3.1015625,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,14,31,False,122,3054,2.755859375,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,15,31,False,95,1319,2.0234375,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,16,31,False,25,1878,3.0078125,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,17,31,False,44,392,1.2890625,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,18,31,False,79,772,1.3984375,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,19,31,False,19,689,2.2734375,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,20,31,False,2,2047,5.875,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,21,31,False,0,167,6.8125,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,22,31,False,0,134,7.53125,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,23,31,False,0,193,7.96875,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,24,31,False,2,442,8.53125,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,25,31,False,0,290,13.734375,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,26,31,False,0,275,11.65625,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,27,31,False,0,90,10.15625,5
starcoder2-3b,loopvar-2,loopvar,,,use,j-lens,28,31,False,0,81,8.03125,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,0,31,False,4781,8271,0.828125,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,1,31,False,7509,20684,1.953125,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,2,31,False,18069,81,-6.796875,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,3,31,False,5582,4081,-0.4375,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,4,31,False,21753,28751,0.8466796875,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,5,31,False,20361,13,-8.375,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,6,31,False,8619,47260,6.53125,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,7,31,False,23408,12222,-1.4765625,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,8,31,False,14379,43284,4.15625,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,9,31,False,8234,197,-4.1455078125,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,10,31,False,18423,40595,3.0234375,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,11,31,False,5243,1044,-1.9140625,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,12,31,False,1858,7478,1.84375,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,13,31,False,2767,229,-2.390625,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,14,31,False,482,25854,5.390625,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,15,31,False,34,85,0.421875,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,16,31,False,15,1080,2.484375,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,17,31,False,53,86,0.1875,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,18,31,False,16,224,1.390625,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,19,31,False,0,65,1.875,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,20,31,False,0,463,4.71875,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,21,31,False,0,510,7.125,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,22,31,False,0,147,6.6875,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,23,31,False,1,133,7.28125,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,24,31,False,1,252,7.78125,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,25,31,False,0,131,11.90625,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,26,31,False,0,428,11.953125,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,27,31,False,0,96,9.8125,5
starcoder2-3b,loopvar-2,loopvar,,,use,r-lens,28,31,False,0,81,8.03125,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,0,31,False,2003,1113,-0.5234375,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,1,31,False,3431,2981,-0.140625,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,2,31,False,2108,2010,-0.046875,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,3,31,False,1524,8284,1.923828125,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,4,31,False,2172,7858,1.5390625,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,5,31,False,632,6790,2.546875,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,6,31,False,472,4227,2.2109375,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,7,31,False,398,4888,2.5390625,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,8,31,False,491,6252,2.76953125,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,9,31,False,252,4102,2.765625,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,10,31,False,139,1027,1.796875,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,11,31,False,268,1738,1.625,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,12,31,False,79,2196,3.0,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,13,31,False,86,4608,3.7265625,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,14,31,False,271,4090,2.46875,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,15,31,False,145,4771,3.0546875,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,16,31,False,56,19938,5.8671875,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,17,31,False,8,8291,5.390625,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,18,31,False,730,4246,1.6953125,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,19,31,False,123,9289,4.203125,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,20,31,False,5,3982,6.46875,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,21,31,False,2,483,6.34375,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,22,31,False,0,170,7.09375,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,23,31,False,0,235,7.25,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,24,31,False,0,423,8.03125,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,25,31,False,0,221,12.90625,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,26,31,False,0,137,10.40625,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,27,31,False,0,86,10.34375,5
starcoder2-3b,loopvar-2,loopvar,,,use,logit-lens,28,31,False,0,81,8.03125,5
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,0,29,False,2241,1955,-0.140625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,1,29,False,2465,6575,1.109375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,2,29,False,2018,7105,1.4765625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,3,29,False,2796,6980,1.07421875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,4,29,False,3491,11043,1.46337890625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,5,29,False,2457,15237,2.40234375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,6,29,False,5339,13651,1.345703125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,7,29,False,3494,7565,0.9453125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,8,29,False,2508,3606,0.40625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,9,29,False,2417,3324,0.359375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,10,29,False,535,794,0.3125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,11,29,False,170,701,1.203125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,12,29,False,282,313,0.09375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,13,29,False,489,449,-0.09375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,14,29,False,347,700,0.65625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,15,29,False,150,737,1.375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,16,29,False,171,324,0.53125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,17,29,False,87,118,0.359375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,18,29,False,63,98,0.359375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,19,29,False,59,73,0.15625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,20,29,False,252,186,-0.2421875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,21,29,False,6,94,4.046875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,22,29,False,19,292,4.03125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,23,29,False,22,199,3.234375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,24,29,False,28,201,3.546875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,25,29,False,53,362,3.2890625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,26,29,False,96,952,3.36328125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,27,29,False,74,379,1.875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,j-lens,28,29,False,80,254,1.84375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,0,29,False,30945,25278,-0.6728515625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,1,29,False,32546,25372,-0.8681640625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,2,29,False,8092,3180,-1.37890625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,3,29,False,22624,16700,-0.74072265625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,4,29,False,2216,8461,1.8359375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,5,29,False,17629,11700,-0.84375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,6,29,False,703,4256,2.0,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,7,29,False,14363,5156,-1.703125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,8,29,False,569,5549,2.5625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,9,29,False,10170,4279,-1.31201171875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,10,29,False,323,5116,2.890625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,11,29,False,4167,638,-2.109375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,12,29,False,25560,19603,-0.720703125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,13,29,False,5772,2558,-1.01953125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,14,29,False,7,126,1.890625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,15,29,False,391,446,0.0859375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,16,29,False,32,75,0.6875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,17,29,False,79,95,0.1328125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,18,29,False,79,191,0.58984375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,19,29,False,115,286,0.578125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,20,29,False,471,473,0.0078125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,21,29,False,7,129,3.515625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,22,29,False,20,424,3.42578125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,23,29,False,26,445,3.515625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,24,29,False,32,613,4.12890625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,25,29,False,78,1245,3.84765625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,26,29,False,77,3048,4.796875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,27,29,False,85,554,1.96875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,r-lens,28,29,False,80,254,1.84375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,0,29,False,640,15940,4.017578125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,1,29,False,2474,19733,2.94140625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,2,29,False,4569,15446,1.796875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,3,29,False,7673,17341,1.328125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,4,29,False,13175,19330,0.740234375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,5,29,False,8607,15972,1.0078125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,6,29,False,10390,16355,0.80078125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,7,29,False,11845,794,-3.25390625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,8,29,False,6508,1870,-1.46875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,9,29,False,11537,1146,-2.7890625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,10,29,False,2081,174,-2.34375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,11,29,False,3126,545,-1.71875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,12,29,False,1911,736,-0.953125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,13,29,False,1077,1852,0.5,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,14,29,False,1981,3286,0.515625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,15,29,False,1236,8449,2.046875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,16,29,False,3560,11547,1.4296875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,17,29,False,2210,3950,0.578125,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,18,29,False,1687,2231,0.234375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,19,29,False,352,550,0.34375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,20,29,False,1920,1314,-0.3359375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,21,29,False,7,644,4.4921875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,22,29,False,15,1029,4.3515625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,23,29,False,34,641,2.84375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,24,29,False,38,456,3.1171875,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,25,29,False,65,501,2.25,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,26,29,False,70,467,2.5234375,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,27,29,False,60,203,1.90625,6
starcoder2-3b,scopeword-3-outer,scopeword,scopeword-3,outer,use,logit-lens,28,29,False,80,254,1.84375,6
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,0,29,False,1929,1929,0.0,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,1,29,False,6147,2141,-1.15625,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,2,29,False,5755,2153,-1.15625,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,3,29,False,4300,1936,-0.8984375,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,4,29,False,5825,1768,-1.384765625,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,5,29,False,12175,1690,-2.5390625,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,6,29,False,3409,3429,0.0078125,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,7,29,False,546,1196,0.765625,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,8,29,False,187,634,1.03125,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,9,29,False,700,640,-0.078125,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,10,29,False,106,620,1.53125,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,11,29,False,1041,305,-1.125,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,12,29,False,609,227,-0.921875,4
starcoder2-3b,scopeword-3-inner,scopeword,scopeword-3,inner,use,j-lens,13,29,False,447,793,0.53125,4
