split,position,site_kind,site,variant,layer,delta_ld,ci_lo,ci_hi,n_rows,n_bases,flip_rate,moves_toward_target,mean_delta_norm_ratio
test,use,single,L12,logit_value,12,-0.002008926762001855,-0.004520087609333651,0.0004464281084282058,280,70,0.014285714285714285,False,0.042229627916638535
test,use,single,L12,noop_same_value,12,0.0,0.0,0.0,280,70,0.0,False,0.0
test,use,single,L12,whole_state,12,0.03883928550141198,0.023491903953254224,0.054854908170444625,280,70,0.014285714285714285,True,
test,use,single,L18,gram_random,18,-0.0018415150897843496,-0.004520087311310427,0.0007254453908119884,280,70,0.010714285714285714,False,0.034316603325234556
test,use,single,L18,clens_answer,18,-0.0010602693472589765,-0.003182202572269099,0.0010044636710413864,280,70,0.010714285714285714,False,0.041022943875845465
test,use,single,L18,clens_value,18,-0.0003906303218432835,-0.0027343796885439327,0.0019531147820608956,280,70,0.014285714285714285,False,0.044969309644600865
test,use,single,L18,logit_value,18,-0.0007812520223004477,-0.0031263980934662476,0.0013950879073568753,280,70,0.014285714285714285,False,0.0505404798404712
test,use,single,L18,noop_same_value,18,0.0,0.0,0.0,280,70,0.0,False,0.0
test,use,single,L18,whole_state,18,0.014174106504235949,0.0023423556610941885,0.029409878663718695,280,70,0.014285714285714285,True,
test,use,single,L23,gram_random,23,0.0,0.0,0.0,280,70,0.0,False,0.03684206626749703
test,use,single,L23,clens_answer,23,0.0,0.0,0.0,280,70,0.0,False,0.020761772976622715
test,use,single,L23,clens_value,23,0.0,0.0,0.0,280,70,0.0,False,0.03093176309559947
test,use,single,L23,logit_value,23,0.0,0.0,0.0,280,70,0.0,False,0.03093152282333855
test,use,single,L23,noop_same_value,23,0.0,0.0,0.0,280,70,0.0,False,0.0
test,use,single,L23,whole_state,23,0.0,0.0,0.0,280,70,0.0,False,
test,use,single,L6,gram_random,6,-0.0006138415208884648,-0.0035170251663242066,0.002287943397781679,280,70,0.010714285714285714,False,0.03989540504910325
test,use,single,L6,clens_answer,6,-0.00022321513720921108,-0.0031249998243791715,0.0027343739462750297,280,70,0.014285714285714285,False,0.03861594029664166
test,use,single,L6,clens_value,6,0.0023437495742525375,-0.0006138412228652409,0.0053571433041776926,280,70,0.007142857142857143,False,0.05978539378700509
test,use,single,L6,logit_value,6,-0.002232146050248827,-0.004687502128737313,-4.379877022335001e-09,280,70,0.017857142857142856,False,0.021418067108133477
test,use,single,L6,noop_same_value,6,0.0,0.0,0.0,280,70,0.0,False,0.0
test,use,single,L6,whole_state,6,0.2079799070954323,0.13006835752299853,0.29448102072413473,280,70,0.125,True,
