model,lens,basis,arm,layer,site,condition,n_candidates,n,sv1_share,sv1_floor,mean_pairwise_cosine,resultant_length,mean_norm,dropped_zero_norm
starcoder2-3b,logit,frozen_pool,same_label_unsafe,7,sink_arg,clean_heldout,196,72,0.2930285321971318,0.013888888888888888,-0.013309373643195451,0.027647199811273615,11.590768596972431,0
starcoder2-3b,logit,frozen_pool,same_label_safe,7,sink_arg,clean_heldout,196,72,0.2403354246761974,0.013888888888888888,-0.01325263804761417,0.028641146251550367,12.25918211020922,0
starcoder2-3b,logit,frozen_pool,main,7,last_token,clean_heldout,196,72,0.11451707213974714,0.013888888888888888,0.019155363672556464,0.18104752371620816,0.869567315548321,0
starcoder2-3b,logit,frozen_pool,same_label_unsafe,7,last_token,clean_heldout,196,72,0.29249155089732387,0.013888888888888888,-0.013563576338466199,0.02266485285907701,6.732064572753091,0
starcoder2-3b,logit,frozen_pool,same_label_safe,7,last_token,clean_heldout,196,72,0.2903403778069148,0.013888888888888888,-0.01349837029798573,0.0240415464592643,6.781280988518983,0
starcoder2-3b,logit,frozen_pool,main,11,sink_arg,clean_heldout,196,72,0.26455074864756684,0.013888888888888888,0.18320203139765695,0.44107419741835385,7.834879194615591,0
starcoder2-3b,logit,frozen_pool,same_label_unsafe,11,sink_arg,clean_heldout,196,72,0.27423606935383976,0.013888888888888888,-0.01305048157021269,0.03193217824000381,11.434998637186547,0
starcoder2-3b,logit,frozen_pool,same_label_safe,11,sink_arg,clean_heldout,196,72,0.22695417856350167,0.013888888888888888,-0.013188667804839162,0.02972199565613992,11.051957671751378,0
starcoder2-3b,logit,frozen_pool,main,11,last_token,clean_heldout,196,72,0.22963302801202592,0.013888888888888888,0.1459398888109648,0.39724279074603913,1.445662597690557,0
starcoder2-3b,logit,frozen_pool,same_label_unsafe,11,last_token,clean_heldout,196,72,0.3142752537523801,0.013888888888888888,-0.013542032887545286,0.02312876545448109,7.151954093818858,0
starcoder2-3b,logit,frozen_pool,same_label_safe,11,last_token,clean_heldout,196,72,0.31772031538305917,0.013888888888888888,-0.013562132018261763,0.022696251129321082,7.208747467319101,0
starcoder2-3b,logit,frozen_pool,main,15,sink_arg,clean_heldout,196,72,0.3194300653072736,0.013888888888888888,0.25404136586964327,0.5142002552068475,8.131338830228252,0
starcoder2-3b,logit,frozen_pool,same_label_unsafe,15,sink_arg,clean_heldout,196,72,0.2716553784106224,0.013888888888888888,-0.01309230945524849,0.03127965896494544,9.70264223130011,0
starcoder2-3b,logit,frozen_pool,same_label_safe,15,sink_arg,clean_heldout,196,72,0.24330542160737778,0.013888888888888888,-0.013357378242671969,0.026777411907730194,9.905999588269742,0
