model,condition,obf_level,obf_name,site,features,layer,condition_kind,condition_order,arm,relative_depth,breakdown,cell,accuracy,ci_lo,ci_hi,n,n_bases,n_pos,n_neg,pos_frac,frac_predicted_unsafe,acc_unsafe,acc_safe,false_negative_rate,false_positive_rate,pairs_same_label,delta_clean,delta_previous,delta_atomic
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,27,cumulative,21,hidden_state,0.931,structure,assign_chain,0.5277777777777778,0.5,0.5833333333333334,36,18,18,18,0.5,0.027777777777777776,0.05555555555555555,1.0,0.9444444444444444,0.0,0.9444444444444444,-0.4722222222222222,-0.4722222222222222,0.02777777777777779
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,27,cumulative,21,hidden_state,0.931,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,27,cumulative,21,hidden_state,0.931,structure,direct,0.9444444444444444,0.8611111111111112,1.0,36,18,18,18,0.5,0.4444444444444444,0.8888888888888888,1.0,0.11111111111111116,0.0,0.1111111111111111,-0.05555555555555558,-0.05555555555555558,0.02777777777777779
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,27,cumulative,21,hidden_state,0.931,structure,helper,0.8333333333333334,0.7222222222222222,0.9444444444444444,36,18,18,18,0.5,0.3333333333333333,0.6666666666666666,1.0,0.33333333333333337,0.0,0.3333333333333333,-0.16666666666666663,-0.16666666666666663,-0.02777777777777779
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,27,cumulative,22,hidden_state,0.931,all,all,0.7916666666666666,0.7361111111111112,0.8472222222222222,144,72,72,72,0.5,0.2916666666666667,0.5833333333333334,1.0,0.41666666666666663,0.0,0.4166666666666667,-0.20833333333333337,-0.03472222222222221,-0.20833333333333337
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,27,cumulative,22,hidden_state,0.931,family,command_exec,0.8333333333333334,0.7291666666666666,0.9166666666666666,48,24,24,24,0.5,0.3333333333333333,0.6666666666666666,1.0,0.33333333333333337,0.0,0.3333333333333333,-0.16666666666666663,-0.02083333333333326,-0.16666666666666663
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,27,cumulative,22,hidden_state,0.931,family,dynamic_exec,0.6666666666666666,0.5833333333333334,0.7708333333333334,48,24,24,24,0.5,0.16666666666666666,0.3333333333333333,1.0,0.6666666666666667,0.0,0.6666666666666666,-0.33333333333333337,-0.0625,-0.33333333333333337
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,27,cumulative,22,hidden_state,0.931,family,sql_exec,0.875,0.7916666666666666,0.9583333333333334,48,24,24,24,0.5,0.375,0.75,1.0,0.25,0.0,0.25,-0.125,-0.02083333333333337,-0.125
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,27,cumulative,22,hidden_state,0.931,structure,assign_chain,0.5277777777777778,0.5,0.5833333333333334,36,18,18,18,0.5,0.027777777777777776,0.05555555555555555,1.0,0.9444444444444444,0.0,0.9444444444444444,-0.4722222222222222,0.0,-0.4722222222222222
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,27,cumulative,22,hidden_state,0.931,structure,branch_merge,0.9166666666666666,0.8055555555555556,1.0,36,18,18,18,0.5,0.4166666666666667,0.8333333333333334,1.0,0.16666666666666663,0.0,0.16666666666666666,-0.08333333333333337,-0.08333333333333337,-0.08333333333333337
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,27,cumulative,22,hidden_state,0.931,structure,direct,0.9444444444444444,0.8611111111111112,1.0,36,18,18,18,0.5,0.4444444444444444,0.8888888888888888,1.0,0.11111111111111116,0.0,0.1111111111111111,-0.05555555555555558,0.0,-0.05555555555555558
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,27,cumulative,22,hidden_state,0.931,structure,helper,0.7777777777777778,0.6666666666666666,0.8888888888888888,36,18,18,18,0.5,0.2777777777777778,0.5555555555555556,1.0,0.4444444444444444,0.0,0.4444444444444444,-0.2222222222222222,-0.05555555555555558,-0.2222222222222222
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,27,cumulative,23,hidden_state,0.931,all,all,0.7847222222222222,0.7222222222222222,0.8402777777777778,144,72,72,72,0.5,0.2986111111111111,0.5833333333333334,0.9861111111111112,0.41666666666666663,0.01388888888888884,0.4027777777777778,-0.2152777777777778,-0.00694444444444442,-0.20138888888888895
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,27,cumulative,23,hidden_state,0.931,family,command_exec,0.8125,0.7083333333333334,0.9166666666666666,48,24,24,24,0.5,0.3125,0.625,1.0,0.375,0.0,0.375,-0.1875,-0.02083333333333337,-0.16666666666666663
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,27,cumulative,23,hidden_state,0.931,family,dynamic_exec,0.6458333333333334,0.5416666666666666,0.75,48,24,24,24,0.5,0.1875,0.3333333333333333,0.9583333333333334,0.6666666666666667,0.04166666666666663,0.625,-0.35416666666666663,-0.02083333333333326,-0.33333333333333326
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,27,cumulative,23,hidden_state,0.931,family,sql_exec,0.8958333333333334,0.8125,0.9791666666666666,48,24,24,24,0.5,0.3958333333333333,0.7916666666666666,1.0,0.20833333333333337,0.0,0.20833333333333334,-0.10416666666666663,0.02083333333333337,-0.10416666666666663
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,27,cumulative,23,hidden_state,0.931,structure,assign_chain,0.5833333333333334,0.5,0.6666666666666666,36,18,18,18,0.5,0.08333333333333333,0.16666666666666666,1.0,0.8333333333333334,0.0,0.8333333333333334,-0.41666666666666663,0.05555555555555558,-0.41666666666666663
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,27,cumulative,23,hidden_state,0.931,structure,branch_merge,0.9722222222222222,0.9166666666666666,1.0,36,18,18,18,0.5,0.4722222222222222,0.9444444444444444,1.0,0.05555555555555558,0.0,0.05555555555555555,-0.02777777777777779,0.05555555555555558,-0.02777777777777779
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,27,cumulative,23,hidden_state,0.931,structure,direct,0.8611111111111112,0.75,0.9444444444444444,36,18,18,18,0.5,0.3611111111111111,0.7222222222222222,1.0,0.2777777777777778,0.0,0.2777777777777778,-0.13888888888888884,-0.08333333333333326,-0.11111111111111105
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,27,cumulative,23,hidden_state,0.931,structure,helper,0.7222222222222222,0.5833333333333334,0.8611111111111112,36,18,18,18,0.5,0.2777777777777778,0.5,0.9444444444444444,0.5,0.05555555555555558,0.4444444444444444,-0.2777777777777778,-0.05555555555555558,-0.25
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,27,cumulative,24,hidden_state,0.931,all,all,0.6458333333333334,0.5901041666666667,0.7083333333333334,144,72,72,72,0.5,0.4791666666666667,0.625,0.6666666666666666,0.375,0.33333333333333337,0.6527777777777778,-0.35416666666666663,-0.13888888888888884,0.02777777777777779
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,27,cumulative,24,hidden_state,0.931,family,command_exec,0.6458333333333334,0.5625,0.75,48,24,24,24,0.5,0.6458333333333334,0.7916666666666666,0.5,0.20833333333333337,0.5,0.7083333333333334,-0.35416666666666663,-0.16666666666666663,0.10416666666666674
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,27,cumulative,24,hidden_state,0.931,family,dynamic_exec,0.625,0.5,0.75,48,24,24,24,0.5,0.4166666666666667,0.5416666666666666,0.7083333333333334,0.45833333333333337,0.29166666666666663,0.5833333333333334,-0.375,-0.02083333333333337,-0.0625
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,27,cumulative,24,hidden_state,0.931,family,sql_exec,0.6666666666666666,0.5833333333333334,0.7708333333333334,48,24,24,24,0.5,0.375,0.5416666666666666,0.7916666666666666,0.45833333333333337,0.20833333333333337,0.6666666666666666,-0.33333333333333337,-0.22916666666666674,0.04166666666666663
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,27,cumulative,24,hidden_state,0.931,structure,assign_chain,0.5555555555555556,0.4166666666666667,0.6944444444444444,36,18,18,18,0.5,0.4444444444444444,0.5,0.6111111111111112,0.5,0.38888888888888884,0.6666666666666666,-0.4444444444444444,-0.02777777777777779,0.0
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,27,cumulative,24,hidden_state,0.931,structure,branch_merge,0.75,0.6388888888888888,0.8611111111111112,36,18,18,18,0.5,0.4722222222222222,0.7222222222222222,0.7777777777777778,0.2777777777777778,0.2222222222222222,0.5,-0.25,-0.2222222222222222,0.05555555555555558
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,27,cumulative,24,hidden_state,0.931,structure,direct,0.75,0.6111111111111112,0.8611111111111112,36,18,18,18,0.5,0.4166666666666667,0.6666666666666666,0.8333333333333334,0.33333333333333337,0.16666666666666663,0.5,-0.25,-0.11111111111111116,0.02777777777777779
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,27,cumulative,24,hidden_state,0.931,structure,helper,0.5277777777777778,0.5,0.5833333333333334,36,18,18,18,0.5,0.5833333333333334,0.6111111111111112,0.4444444444444444,0.38888888888888884,0.5555555555555556,0.9444444444444444,-0.4722222222222222,-0.19444444444444442,0.02777777777777779
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,29,clean,-1,hidden_state,1.0,all,all,1.0,1.0,1.0,144,72,72,72,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,29,clean,-1,hidden_state,1.0,family,command_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,29,clean,-1,hidden_state,1.0,family,dynamic_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,29,clean,-1,hidden_state,1.0,family,sql_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,29,clean,-1,hidden_state,1.0,structure,assign_chain,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,29,clean,-1,hidden_state,1.0,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,29,clean,-1,hidden_state,1.0,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,29,clean,-1,hidden_state,1.0,structure,helper,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,29,baseline,0,hidden_state,1.0,all,all,1.0,1.0,1.0,144,72,72,72,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,29,baseline,0,hidden_state,1.0,family,command_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,29,baseline,0,hidden_state,1.0,family,dynamic_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,29,baseline,0,hidden_state,1.0,family,sql_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,29,baseline,0,hidden_state,1.0,structure,assign_chain,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,29,baseline,0,hidden_state,1.0,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,29,baseline,0,hidden_state,1.0,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,29,baseline,0,hidden_state,1.0,structure,helper,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,29,atomic,11,hidden_state,1.0,all,all,0.8194444444444444,0.7638888888888888,0.875,144,72,72,72,0.5,0.3194444444444444,0.6388888888888888,1.0,0.36111111111111116,0.0,0.3611111111111111,-0.18055555555555558,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,29,atomic,11,hidden_state,1.0,family,command_exec,0.8541666666666666,0.75,0.9375,48,24,24,24,0.5,0.3541666666666667,0.7083333333333334,1.0,0.29166666666666663,0.0,0.2916666666666667,-0.14583333333333337,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,29,atomic,11,hidden_state,1.0,family,dynamic_exec,0.75,0.6458333333333334,0.8541666666666666,48,24,24,24,0.5,0.25,0.5,1.0,0.5,0.0,0.5,-0.25,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,29,atomic,11,hidden_state,1.0,family,sql_exec,0.8541666666666666,0.7708333333333334,0.9375,48,24,24,24,0.5,0.3541666666666667,0.7083333333333334,1.0,0.29166666666666663,0.0,0.2916666666666667,-0.14583333333333337,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,29,atomic,11,hidden_state,1.0,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,0.0,0.0,1.0,1.0,0.0,1.0,-0.5,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,29,atomic,11,hidden_state,1.0,structure,branch_merge,0.9722222222222222,0.9166666666666666,1.0,36,18,18,18,0.5,0.4722222222222222,0.9444444444444444,1.0,0.05555555555555558,0.0,0.05555555555555555,-0.02777777777777779,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,29,atomic,11,hidden_state,1.0,structure,direct,0.9166666666666666,0.8055555555555556,1.0,36,18,18,18,0.5,0.4166666666666667,0.8333333333333334,1.0,0.16666666666666663,0.0,0.16666666666666666,-0.08333333333333337,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,29,atomic,11,hidden_state,1.0,structure,helper,0.8888888888888888,0.7777777777777778,0.9722222222222222,36,18,18,18,0.5,0.3888888888888889,0.7777777777777778,1.0,0.2222222222222222,0.0,0.2222222222222222,-0.11111111111111116,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,29,atomic,12,hidden_state,1.0,all,all,0.9930555555555556,0.9791666666666666,1.0,144,72,72,72,0.5,0.5069444444444444,1.0,0.9861111111111112,0.0,0.01388888888888884,0.013888888888888888,-0.00694444444444442,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,29,atomic,12,hidden_state,1.0,family,command_exec,0.9791666666666666,0.9375,1.0,48,24,24,24,0.5,0.5208333333333334,1.0,0.9583333333333334,0.0,0.04166666666666663,0.041666666666666664,-0.02083333333333337,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,29,atomic,12,hidden_state,1.0,family,dynamic_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,29,atomic,12,hidden_state,1.0,family,sql_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,29,atomic,12,hidden_state,1.0,structure,assign_chain,0.9722222222222222,0.9166666666666666,1.0,36,18,18,18,0.5,0.5277777777777778,1.0,0.9444444444444444,0.0,0.05555555555555558,0.05555555555555555,-0.02777777777777779,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,29,atomic,12,hidden_state,1.0,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,29,atomic,12,hidden_state,1.0,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,29,atomic,12,hidden_state,1.0,structure,helper,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,29,atomic,13,hidden_state,1.0,all,all,1.0,1.0,1.0,144,72,72,72,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,29,atomic,13,hidden_state,1.0,family,command_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,29,atomic,13,hidden_state,1.0,family,dynamic_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,29,atomic,13,hidden_state,1.0,family,sql_exec,1.0,1.0,1.0,48,24,24,24,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,29,atomic,13,hidden_state,1.0,structure,assign_chain,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,29,atomic,13,hidden_state,1.0,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,29,atomic,13,hidden_state,1.0,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,29,atomic,13,hidden_state,1.0,structure,helper,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,29,atomic,14,hidden_state,1.0,all,all,0.6180555555555556,0.5486111111111112,0.6805555555555556,144,72,72,72,0.5,0.5486111111111112,0.6666666666666666,0.5694444444444444,0.33333333333333337,0.4305555555555556,0.625,-0.3819444444444444,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,29,atomic,14,hidden_state,1.0,family,command_exec,0.5208333333333334,0.4369791666666667,0.625,48,24,24,24,0.5,0.6875,0.7083333333333334,0.3333333333333333,0.29166666666666663,0.6666666666666667,0.7916666666666666,-0.47916666666666663,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,29,atomic,14,hidden_state,1.0,family,dynamic_exec,0.6875,0.5625,0.8125,48,24,24,24,0.5,0.6041666666666666,0.7916666666666666,0.5833333333333334,0.20833333333333337,0.41666666666666663,0.5416666666666666,-0.3125,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,29,atomic,14,hidden_state,1.0,family,sql_exec,0.6458333333333334,0.5208333333333334,0.7708333333333334,48,24,24,24,0.5,0.3541666666666667,0.5,0.7916666666666666,0.5,0.20833333333333337,0.5416666666666666,-0.35416666666666663,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,29,atomic,14,hidden_state,1.0,structure,assign_chain,0.5833333333333334,0.4722222222222222,0.6944444444444444,36,18,18,18,0.5,0.75,0.8333333333333334,0.3333333333333333,0.16666666666666663,0.6666666666666667,0.7222222222222222,-0.41666666666666663,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,29,atomic,14,hidden_state,1.0,structure,branch_merge,0.7222222222222222,0.5833333333333334,0.8611111111111112,36,18,18,18,0.5,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.33333333333333337,0.4444444444444444,-0.2777777777777778,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,29,atomic,14,hidden_state,1.0,structure,direct,0.6944444444444444,0.5555555555555556,0.8333333333333334,36,18,18,18,0.5,0.25,0.4444444444444444,0.9444444444444444,0.5555555555555556,0.05555555555555558,0.5,-0.3055555555555556,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,29,atomic,14,hidden_state,1.0,structure,helper,0.4722222222222222,0.3611111111111111,0.5555555555555556,36,18,18,18,0.5,0.6388888888888888,0.6111111111111112,0.3333333333333333,0.38888888888888884,0.6666666666666667,0.8333333333333334,-0.5277777777777778,,
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,29,cumulative,21,hidden_state,1.0,all,all,0.8402777777777778,0.7847222222222222,0.8958333333333334,144,72,72,72,0.5,0.3541666666666667,0.6944444444444444,0.9861111111111112,0.3055555555555556,0.01388888888888884,0.3194444444444444,-0.1597222222222222,-0.1597222222222222,0.02083333333333337
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,29,cumulative,21,hidden_state,1.0,family,command_exec,0.875,0.7916666666666666,0.9583333333333334,48,24,24,24,0.5,0.375,0.75,1.0,0.25,0.0,0.25,-0.125,-0.125,0.02083333333333337
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,29,cumulative,21,hidden_state,1.0,family,dynamic_exec,0.7708333333333334,0.6666666666666666,0.875,48,24,24,24,0.5,0.2708333333333333,0.5416666666666666,1.0,0.45833333333333337,0.0,0.4583333333333333,-0.22916666666666663,-0.22916666666666663,0.02083333333333337
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,29,cumulative,21,hidden_state,1.0,family,sql_exec,0.875,0.7916666666666666,0.9583333333333334,48,24,24,24,0.5,0.4166666666666667,0.7916666666666666,0.9583333333333334,0.20833333333333337,0.04166666666666663,0.25,-0.125,-0.125,0.02083333333333337
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,29,cumulative,21,hidden_state,1.0,structure,assign_chain,0.5555555555555556,0.5,0.6388888888888888,36,18,18,18,0.5,0.05555555555555555,0.1111111111111111,1.0,0.8888888888888888,0.0,0.8888888888888888,-0.4444444444444444,-0.4444444444444444,0.05555555555555558
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,29,cumulative,21,hidden_state,1.0,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02777777777777779
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,29,cumulative,21,hidden_state,1.0,structure,direct,0.9722222222222222,0.9166666666666666,1.0,36,18,18,18,0.5,0.4722222222222222,0.9444444444444444,1.0,0.05555555555555558,0.0,0.05555555555555555,-0.02777777777777779,-0.02777777777777779,0.05555555555555558
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,29,cumulative,21,hidden_state,1.0,structure,helper,0.8333333333333334,0.7222222222222222,0.9444444444444444,36,18,18,18,0.5,0.3888888888888889,0.7222222222222222,0.9444444444444444,0.2777777777777778,0.05555555555555558,0.3333333333333333,-0.16666666666666663,-0.16666666666666663,-0.05555555555555547
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,29,cumulative,22,hidden_state,1.0,all,all,0.8125,0.75,0.8680555555555556,144,72,72,72,0.5,0.3125,0.625,1.0,0.375,0.0,0.375,-0.1875,-0.02777777777777779,-0.18055555555555558
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,29,cumulative,22,hidden_state,1.0,family,command_exec,0.8333333333333334,0.7291666666666666,0.9166666666666666,48,24,24,24,0.5,0.3333333333333333,0.6666666666666666,1.0,0.33333333333333337,0.0,0.3333333333333333,-0.16666666666666663,-0.04166666666666663,-0.14583333333333326
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,29,cumulative,22,hidden_state,1.0,family,dynamic_exec,0.7083333333333334,0.6041666666666666,0.8125,48,24,24,24,0.5,0.20833333333333334,0.4166666666666667,1.0,0.5833333333333333,0.0,0.5833333333333334,-0.29166666666666663,-0.0625,-0.29166666666666663
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,29,cumulative,22,hidden_state,1.0,family,sql_exec,0.8958333333333334,0.8125,0.9791666666666666,48,24,24,24,0.5,0.3958333333333333,0.7916666666666666,1.0,0.20833333333333337,0.0,0.20833333333333334,-0.10416666666666663,0.02083333333333337,-0.10416666666666663
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,29,cumulative,22,hidden_state,1.0,structure,assign_chain,0.5555555555555556,0.5,0.6388888888888888,36,18,18,18,0.5,0.05555555555555555,0.1111111111111111,1.0,0.8888888888888888,0.0,0.8888888888888888,-0.4444444444444444,0.0,-0.41666666666666663
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,29,cumulative,22,hidden_state,1.0,structure,branch_merge,0.8611111111111112,0.75,0.9722222222222222,36,18,18,18,0.5,0.3611111111111111,0.7222222222222222,1.0,0.2777777777777778,0.0,0.2777777777777778,-0.13888888888888884,-0.13888888888888884,-0.13888888888888884
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,29,cumulative,22,hidden_state,1.0,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.02777777777777779,0.0
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,29,cumulative,22,hidden_state,1.0,structure,helper,0.8333333333333334,0.7222222222222222,0.9166666666666666,36,18,18,18,0.5,0.3333333333333333,0.6666666666666666,1.0,0.33333333333333337,0.0,0.3333333333333333,-0.16666666666666663,0.0,-0.16666666666666663
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,29,cumulative,23,hidden_state,1.0,all,all,0.8611111111111112,0.8125,0.9097222222222222,144,72,72,72,0.5,0.375,0.7361111111111112,0.9861111111111112,0.26388888888888884,0.01388888888888884,0.2777777777777778,-0.13888888888888884,0.04861111111111116,-0.13888888888888884
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,29,cumulative,23,hidden_state,1.0,family,command_exec,0.8541666666666666,0.7703125000000001,0.9375,48,24,24,24,0.5,0.3541666666666667,0.7083333333333334,1.0,0.29166666666666663,0.0,0.2916666666666667,-0.14583333333333337,0.02083333333333326,-0.14583333333333337
