model,arm,lens,layer,site,condition,condition_kind,condition_order,relative_depth,n_pairs,mean_delta_contrast_z,mean_delta_contrast_prob,sign_consistency_z,sign_consistency_prob,mean_contrast_prob_unsafe,mean_contrast_prob_safe,permutation_effect_size,permutation_p,permutation_null_sd,anchor_token_same_frac,corr_contrast_entropy,corr_contrast_norm,mean_delta_entropy,topk_enrichment_positive,topk_enrichment_negative,topk_enrichment_random,concept_rank_best
deepseek-coder-1.3b,main,jlens,15,last_token,rename_only,atomic,11,0.6522,72,-0.08580169170539914,3.546468031437948e-05,0.25,0.5555555555555556,-0.010070949005655977,-0.010106413685970357,-3.164633851266263,0.002,0.02686352741171782,1.0,0.2058622231491273,-0.164494766936996,-1.2281505963366671e-05,0.25,0.0,0.03125,182.0
deepseek-coder-1.3b,main,jlens,15,last_token,opaque_only,atomic,12,0.6522,72,-0.1287951661643834,-0.00017213645525136455,0.2638888888888889,0.3055555555555556,-0.009921378976576958,-0.009749242521325592,-4.137836957224124,0.0,0.031276990913336924,1.0,0.02329423838800209,-0.02173152757950804,-0.00011649658546756629,0.125,0.0,0.0,147.0
deepseek-coder-1.3b,main,jlens,15,last_token,encode_only,atomic,13,0.6522,72,-0.1347787848906411,-0.00017256919372647832,0.3055555555555556,0.3472222222222222,-0.009549769736650436,-0.009377200542923956,-4.218132098224587,0.0,0.032001706211172674,1.0,0.1303726219286796,0.03161789458250403,-5.286462622693882e-05,0.25,0.0,0.03125,148.0
deepseek-coder-1.3b,main,jlens,15,last_token,flatten_only,atomic,14,0.6522,72,0.01568854540741226,6.759139142214137e-06,0.4861111111111111,0.4583333333333333,-0.010041489683740946,-0.01004824882288316,1.586153014202556,0.114,0.009459882274988379,1.0,0.41878154300738224,0.04985114557920015,0.00022503289530230298,0.125,0.125,0.0625,32.0
deepseek-coder-1.3b,main,jlens,15,last_token,rename_cumulative,cumulative,21,0.6522,72,-0.07785515131055248,1.0000481542027343e-05,0.4027777777777778,0.5416666666666666,-0.010055730496331558,-0.010065730977873586,-2.7008394254716483,0.006,0.028286591159833004,1.0,0.25991418693278434,-0.17663236635996685,-0.0001814987032675328,0.25,0.0,0.03125,173.0
deepseek-coder-1.3b,main,jlens,15,last_token,rename_opaque,cumulative,22,0.6522,72,-0.06479115606450486,-3.6887106069568914e-05,0.4583333333333333,0.5277777777777778,-0.010481471556354526,-0.010444584450284958,-2.6605561277046337,0.006,0.023929055398122224,1.0,-0.038302209633517575,-0.3527518129341772,-1.0488604347010563e-05,0.125,0.125,0.03125,163.0
deepseek-coder-1.3b,main,jlens,15,last_token,rename_opaque_encode,cumulative,23,0.6522,72,-0.03423376972731474,-9.419569164948629e-06,0.4583333333333333,0.5277777777777778,-0.01014327882665511,-0.01013385925749016,-1.687646509538092,0.082,0.02012995162023349,1.0,0.08106656647902885,-0.31287955942190776,0.00017426115845353696,0.25,0.0,0.0,139.0
deepseek-coder-1.3b,main,jlens,15,last_token,rename_opaque_encode_flatten,cumulative,24,0.6522,72,-0.008042809610372365,-2.8430993419573583e-05,0.4444444444444444,0.3888888888888889,-0.01282789664693408,-0.012799465653514504,-0.9510998530109709,0.398,0.008676155817150363,1.0,0.32036282250935866,-0.2361059073011156,-8.555745047594204e-05,0.0,0.0,0.0,100.0
deepseek-coder-1.3b,main,jlens,19,last_token,clean_heldout,clean,-1,0.8261,72,-0.07655201590055928,-0.00014165759728925669,0.4305555555555556,0.4166666666666667,-0.010105137199290319,-0.009963479602001061,-2.8081049700427756,0.006,0.027647932830469596,1.0,0.1356786610750466,-0.35109846464316086,-0.0004695441427766431,0.75,0.75,0.0625,119.0
deepseek-coder-1.3b,main,jlens,19,last_token,normalize,baseline,0,0.8261,72,-0.12117652378693869,-0.00030138977589165783,0.3472222222222222,0.2638888888888889,-0.009980385694234588,-0.009678995918342932,-4.106085353948034,0.0,0.02935640862776888,1.0,0.014595843025902921,-0.16419098340047328,-0.0015382890347368876,0.125,0.375,0.03125,144.0
deepseek-coder-1.3b,main,jlens,19,last_token,rename_only,atomic,11,0.8261,72,-0.05582408430302029,-7.874424286806624e-05,0.3333333333333333,0.4305555555555556,-0.009760294465486671,-0.009681550222618605,-1.9440236539577103,0.05,0.028998581897295324,1.0,0.25181003935931606,-0.16630949795130232,-0.0008669962836577048,0.25,0.25,0.03125,149.0
deepseek-coder-1.3b,main,jlens,19,last_token,opaque_only,atomic,12,0.8261,72,-0.09784776399746298,-0.00027576600070522043,0.3611111111111111,0.3333333333333333,-0.009613259331184081,-0.00933749333047886,-3.672244827179145,0.0,0.026583779954358965,1.0,0.09105229221064232,-0.1798078109249035,-0.0010244772074850588,0.125,0.375,0.03125,128.0
deepseek-coder-1.3b,main,jlens,19,last_token,encode_only,atomic,13,0.8261,72,-0.11357471441485956,-0.00036399511615334203,0.3333333333333333,0.2361111111111111,-0.009984533543604528,-0.009620538427451183,-3.9941538516417143,0.0,0.028431066512482492,1.0,0.08630170544769322,-0.0877319855102859,-0.0011339785082361924,0.125,0.5,0.03125,111.0
deepseek-coder-1.3b,main,jlens,19,last_token,flatten_only,atomic,14,0.8261,72,0.025735359783506273,1.218193931677805e-05,0.6388888888888888,0.4861111111111111,-0.010086078505968515,-0.010098260445285294,2.777606404380281,0.002,0.00897771883365648,1.0,0.08877763292636541,-0.16287568462234123,2.2001669345455494e-05,0.125,0.125,0.03125,4.0
deepseek-coder-1.3b,main,jlens,19,last_token,rename_cumulative,cumulative,21,0.8261,72,-0.05119301514873748,-0.0001301373261185444,0.3888888888888889,0.4027777777777778,-0.00983828718676207,-0.009708149860643524,-1.7813153560598534,0.084,0.028593640392573203,1.0,0.1766690947018982,-0.24137034021037043,-0.001344545921340047,0.125,0.125,0.03125,132.0
deepseek-coder-1.3b,main,jlens,19,last_token,rename_opaque,cumulative,22,0.8261,72,5.077049017347679e-05,-9.609916559470237e-06,0.5277777777777778,0.5555555555555556,-0.009674030646583702,-0.009664420730024234,-0.010271948926608689,0.996,0.020291504892808312,1.0,0.06582892222040458,-0.12233424927402796,-0.0003022524606999995,0.0,0.25,0.03125,101.0
deepseek-coder-1.3b,main,jlens,19,last_token,rename_opaque_encode,cumulative,23,0.8261,72,-0.002462449461809122,-6.025949331435647e-05,0.5416666666666666,0.4861111111111111,-0.009532664476986981,-0.009472404983672624,-0.12795389480541833,0.884,0.020861277560331598,1.0,0.5521078958799328,-0.3030323002117952,0.00020174222164016776,0.25,0.375,0.03125,61.0
