split,subset,layer,position,lens,accuracy,accuracy_ci_lo,accuracy_ci_hi,n_rows,n_bases,mean_bound_rank,reversal_rate,reversal_ci_lo,reversal_ci_hi,paired_gap,paired_gap_ci_lo,paired_gap_ci_hi,n_pairs
calib,all,24,answer,logit,0.7209302325581395,0.6764622326203209,0.7706006378454996,172,18,2.5348837209302326,0.45348837209302323,0.36467914438502674,0.5542168674698795,14.855344339858654,12.297525231170338,17.516236585594083,86
calib,all,31,answer,logit,0.7267441860465116,0.6647727272727273,0.788251633986928,172,18,2.872093023255814,0.4883720930232558,0.38636363636363635,0.5952380952380952,24.65235155682231,20.14819153348185,29.6632467842102,86
calib,all,8,answer,probe,1.0,1.0,1.0,172,18,0.0,1.0,1.0,1.0,1.7800815237122913,1.7328485917508243,1.8190053118349507,86
calib,all,16,answer,probe,1.0,1.0,1.0,172,18,0.0,1.0,1.0,1.0,1.8611894735070162,1.8413033774173788,1.880130783354167,86
calib,all,24,answer,probe,1.0,1.0,1.0,172,18,0.0,1.0,1.0,1.0,1.8582862574000691,1.8334165271140377,1.8810081921830935,86
calib,all,31,answer,probe,1.0,1.0,1.0,172,18,0.0,1.0,1.0,1.0,1.8629730718080388,1.8439381751903268,1.881837186321867,86
calib,all,8,def_source,gram_random,0.5,0.5,0.5,172,18,4.965116279069767,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,16,def_source,gram_random,0.5,0.5,0.5,172,18,5.8313953488372094,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,24,def_source,gram_random,0.5,0.5,0.5,172,18,5.8313953488372094,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,31,def_source,gram_random,0.5,0.5,0.5,172,18,4.593023255813954,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,8,def_source,clens,0.5,0.5,0.5,172,18,3.866279069767442,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,16,def_source,clens,0.5,0.5,0.5,172,18,2.116279069767442,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,24,def_source,clens,0.5,0.5,0.5,172,18,3.36046511627907,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,31,def_source,clens,0.5,0.5,0.5,172,18,3.9127906976744184,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,8,def_source,logit,0.5,0.5,0.5,172,18,5.523255813953488,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,16,def_source,logit,0.5,0.5,0.5,172,18,4.325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,24,def_source,logit,0.5,0.5,0.5,172,18,3.8197674418604652,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,31,def_source,logit,0.5,0.5,0.5,172,18,3.9127906976744184,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,8,def_source,probe,0.5,0.5,0.5,172,18,0.5,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,16,def_source,probe,0.5,0.5,0.5,172,18,0.5,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,24,def_source,probe,0.5,0.5,0.5,172,18,0.5,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,31,def_source,probe,0.5,0.5,0.5,172,18,0.5,0.0,0.0,0.0,0.0,0.0,0.0,86
calib,all,8,def_target,gram_random,0.5523255813953488,0.5,0.611779576999339,172,18,5.267441860465116,0.10465116279069768,0.0,0.22355915399867798,0.004430580017871635,-0.002961377586586262,0.01200711389969626,86
calib,all,16,def_target,gram_random,0.5406976744186046,0.49404761904761907,0.6022727272727273,172,18,5.587209302325581,0.09302325581395349,0.0,0.21348314606741572,0.017923470153365026,-0.0071122281779764955,0.04324260873404657,86
calib,all,24,def_target,gram_random,0.5465116279069767,0.5,0.6097738230289279,172,18,5.337209302325581,0.09302325581395349,0.0,0.21954764605785573,0.045932187157314876,-0.0031668433808229287,0.09744442034288245,86
calib,all,31,def_target,gram_random,0.5116279069767442,0.5,0.5287356321839081,172,18,3.8372093023255816,0.023255813953488372,0.0,0.05747126436781609,-0.0038263920781224274,-0.08157101311278815,0.06634426942440773,86
calib,all,8,def_target,clens,0.5,0.4523809523809524,0.5402298850574713,172,18,4.0523255813953485,0.03488372093023256,0.0,0.09090909090909091,0.0019999647209810656,-0.00410807986250695,0.008417269185014151,86
calib,all,16,def_target,clens,0.48255813953488375,0.45348837209302323,0.5,172,18,1.7906976744186047,0.0,0.0,0.0,0.011067923418311186,-0.020833911608124887,0.04126606824223038,86
calib,all,24,def_target,clens,0.5232558139534884,0.493700582605077,0.5681818181818182,172,18,1.930232558139535,0.05813953488372093,0.0,0.13793103448275862,0.21023886564166047,0.11521215413158145,0.3099498584428926,86
calib,all,31,def_target,clens,0.6046511627906976,0.5304878048780488,0.6882352941176471,172,18,2.4244186046511627,0.20930232558139536,0.06097560975609756,0.3764705882352941,0.29168452772983283,0.1715107318468495,0.41902232321951904,86
calib,all,8,def_target,logit,0.4941860465116279,0.4819277108433735,0.5,172,18,6.017441860465116,0.0,0.0,0.0,0.038701653480529785,-0.1529002209349553,0.21975750476903388,86
calib,all,16,def_target,logit,0.48255813953488375,0.4117647058823529,0.5617977528089888,172,18,4.540697674418604,0.08139534883720931,0.0,0.20689655172413793,-0.02347018829611845,-0.5380316112187117,0.4789219180636472,86
calib,all,24,def_target,logit,0.5116279069767442,0.5,0.5287356321839081,172,18,2.441860465116279,0.023255813953488372,0.0,0.05747126436781609,4.459664172904436,2.1918090224820514,6.806535517250065,86
calib,all,31,def_target,logit,0.6046511627906976,0.5304878048780488,0.6882352941176471,172,18,2.4186046511627906,0.20930232558139536,0.06097560975609756,0.3764705882352941,8.84957495401072,5.203089437392539,12.71260544674089,86
calib,all,8,def_target,probe,1.0,1.0,1.0,172,18,0.0,1.0,1.0,1.0,1.9563838125661361,1.9498950246955344,1.9627364193087418,86
calib,all,16,def_target,probe,1.0,1.0,1.0,172,18,0.0,1.0,1.0,1.0,1.9536634517270466,1.9473497976503824,1.9600013141145651,86
calib,all,24,def_target,probe,1.0,1.0,1.0,172,18,0.0,1.0,1.0,1.0,1.9594854691693948,1.9521614967089227,1.9663890125122905,86
calib,all,31,def_target,probe,1.0,1.0,1.0,172,18,0.0,1.0,1.0,1.0,1.958398608274238,1.95002471822603,1.9660976523983067,86
calib,all,8,mutation,gram_random,0.5581395348837209,0.42613636363636365,0.686046511627907,172,18,4.296511627906977,0.2441860465116279,0.07954545454545454,0.43023255813953487,0.0018542780605859536,-0.014043468240546862,0.017362019938855673,86
calib,all,16,mutation,gram_random,0.5523255813953488,0.4821374784853701,0.6395348837209303,172,18,5.058139534883721,0.1511627906976744,0.03488372093023256,0.3023255813953488,-0.0032306648357663045,-0.04302453226428782,0.03913228133836392,86
calib,all,24,mutation,gram_random,0.563953488372093,0.48181772031948017,0.6609195402298851,172,18,4.959302325581396,0.16279069767441862,0.023809523809523808,0.3370819179513979,0.06297594845988029,-0.03243206169761276,0.17704994259786888,86
calib,all,31,mutation,gram_random,0.5058139534883721,0.43103448275862066,0.5872093023255814,172,18,4.005813953488372,0.05813953488372093,0.0,0.17857142857142858,0.05335630441820899,-0.08324024839073627,0.19507404857791,86
calib,all,8,mutation,clens,0.5755813953488372,0.5,0.6569767441860465,172,18,5.424418604651163,0.1511627906976744,0.0,0.313953488372093,0.005001972191209017,-0.009938622108692752,0.020089877173866653,86
calib,all,16,mutation,clens,0.6337209302325582,0.5523255813953488,0.7272727272727273,172,18,3.313953488372093,0.26744186046511625,0.10465116279069768,0.45454545454545453,0.03146121148453202,-0.014554792933077328,0.07468460425517931,86
calib,all,24,mutation,clens,0.47093023255813954,0.3806818181818182,0.5588410364145657,172,18,3.9069767441860463,0.09302325581395349,0.011363636363636364,0.20238095238095238,-0.0163776507211286,-0.12321586427363483,0.09086567890612919,86
calib,all,31,mutation,clens,0.48255813953488375,0.46511627906976744,0.5,172,18,4.546511627906977,0.0,0.0,0.0,-0.02138902420221373,-0.23955476907072165,0.22304393096819902,86
calib,all,8,mutation,logit,0.45348837209302323,0.3058502366463827,0.6046511627906976,172,18,4.034883720930233,0.23255813953488372,0.08333333333333333,0.4001123595505612,0.03576786538889242,-0.5325346429894872,0.6098045948632926,86
calib,all,16,mutation,logit,0.5348837209302325,0.5,0.5977011494252874,172,18,4.27906976744186,0.06976744186046512,0.0,0.19540229885057472,0.4412978596465532,-0.5283579331285813,1.4473596232236952,86
calib,all,24,mutation,logit,0.4476744186046512,0.3488372093023256,0.545467607105538,172,18,4.162790697674419,0.06976744186046512,0.0,0.17045454545454544,-0.6106561838194381,-2.783547331121835,1.5000735936044627,86
